p_val	avg_diff	pct.1	pct.2	cluster	gene
Bod1l1	0	1.59767713644439	0.636	0.331	Sertoli	Bod1l
Cadm11	0	1.5929522645843	0.515	0.064	Sertoli	Cadm1
Lrp8	0	1.58978657890488	0.405	0.004	Sertoli	Lrp8
Ninl	0	1.57764738549431	0.441	0.029	Sertoli	Ninl
Ppt13	0	1.57668028395174	0.696	0.232	Sertoli	Ppt1
Nxf3	0	1.57423648166193	0.41	0.002	Sertoli	Nxf3
Helz1	0	1.55299218736701	0.527	0.104	Sertoli	Helz
Reep1	0	1.5281405485672	0.435	0.007	Sertoli	Reep1
Htatsf11	0	1.5006303863824	0.689	0.37	Sertoli	Htatsf1
Tulp22	0	1.49259994634745	0.639	0.195	Sertoli	Tulp2
Mro	0	1.4575559015092	0.409	0.009	Sertoli	Mro
Adora1	0	1.44459131662464	0.393	0.006	Sertoli	Adora1
Abcf11	0	1.28253993281441	0.694	0.36	Sertoli	Abcf1
Cgn	4.94065645841247e-324	1.50485053922324	0.411	0.015	Sertoli	Cgn
Cyb5r11	5.0740541827896e-321	1.45420485237489	0.46	0.05	Sertoli	Cyb5r1
Tmem114	1.71588998800665e-320	1.29516799412126	0.356	0.001	Sertoli	Tmem114
Sox9	5.76462752234516e-317	1.44223773624479	0.414	0.018	Sertoli	Sox9
Inha4	2.89746857763277e-315	1.49589591220008	0.528	0.084	Sertoli	Inha
Bex43	1.05231592524621e-312	1.54713021537928	0.435	0.032	Sertoli	Bex4
Sept62	5.43371644276144e-311	1.53348440457774	0.466	0.049	Sertoli	Sept6
8030411F24Rik	6.11542926764537e-310	1.44036018223284	0.357	0.003	Sertoli	8030411F24Rik
Gstm72	5.73574605001018e-308	1.47028512741201	0.452	0.045	Sertoli	Gstm7
Slc47a2	2.70359612682104e-306	1.33418337485977	0.359	0.004	Sertoli	Slc47a2
Daam2	1.11383486095832e-305	1.46552414992281	0.389	0.013	Sertoli	Daam2
Etnk24	4.8409748028738e-304	1.50161975373182	0.486	0.075	Sertoli	Etnk2
Gm2a3	8.09053514693488e-303	1.28226002243258	0.634	0.324	Sertoli	Gm2a
Dmrtc1a	3.87495413931087e-302	1.35591827112262	0.381	0.011	Sertoli	Dmrtc1a
Hmgb31	8.85978044609268e-300	1.50836253193454	0.474	0.051	Sertoli	Hmgb3
Fndc5	5.20785699580346e-298	1.27038252740049	0.349	0.003	Sertoli	Fndc5
Mtap7d3	2.95927088295602e-295	1.54253993980962	0.369	0.012	Sertoli	Mtap7d3
Mum1l14	7.57328422213295e-294	1.35829004328081	0.597	0.26	Sertoli	Mum1l1
Ldhb4	1.02872479972954e-292	1.14504720916878	0.694	0.418	Sertoli	Ldhb
Wipf3	4.11614508492303e-292	1.37426572159868	0.381	0.014	Sertoli	Wipf3
Marcksl11	1.49436969025708e-289	1.48668433336786	0.486	0.083	Sertoli	Marcksl1
Gkap13	7.3711847215825e-284	1.13346182305972	0.701	0.373	Sertoli	Gkap1
Ormdl31	5.66445982141025e-280	1.35648884818818	0.525	0.152	Sertoli	Ormdl3
Camkk21	2.31846164043623e-279	1.39543493987188	0.461	0.066	Sertoli	Camkk2
Rhox5	2.64015862882636e-278	1.52137902783122	0.314	0.001	Sertoli	Rhox5
Sdc42	3.80927381092664e-276	1.33238524773494	0.531	0.159	Sertoli	Sdc4
Gsta44	3.53956569200746e-275	1.37686251241784	0.583	0.142	Sertoli	Gsta4
Odf21	4.89491179308132e-273	1.43741342066428	0.621	0.314	Sertoli	Odf2
Flrt1	4.58736618852267e-272	1.36675671256483	0.365	0.016	Sertoli	Flrt1
Laptm4b1	5.44706358187458e-270	1.37881166437459	0.477	0.105	Sertoli	Laptm4b
Dynll21	4.49753915092969e-267	1.12849986261372	0.657	0.383	Sertoli	Dynll2
Hdac6	5.17592005386622e-262	1.32158462664919	0.386	0.031	Sertoli	Hdac6
Inhbb	2.29164931992857e-261	1.22897423023383	0.323	0.006	Sertoli	Inhbb
Wt12	2.51962083740403e-261	1.25272316206677	0.422	0.04	Sertoli	Wt1
Maged14	3.66621925360415e-258	1.0866880487623	0.623	0.352	Sertoli	Maged1
Shtn1	3.53606825468454e-256	1.28634628983935	0.359	0.021	Sertoli	Shtn1
Trank1	5.56594802537852e-254	1.35239557647142	0.359	0.021	Sertoli	Trank1
mt-Rnr1	2.78040519601084e-253	0.996697897711052	0.807	0.59	Sertoli	mt-Rnr1
Sema5b	3.7778606670431e-253	1.22368291579987	0.304	0.003	Sertoli	Sema5b
Ncoa2	5.16590712430692e-253	1.37306501163977	0.425	0.068	Sertoli	Ncoa2
Map7	6.26970670397832e-249	1.29611144071548	0.43	0.062	Sertoli	Map7
Gas2l1	8.44650134618558e-247	1.259752221692	0.437	0.078	Sertoli	Gas2l1
Enah	6.55049403253495e-246	1.27621303434993	0.425	0.056	Sertoli	Enah
Atp1b1	2.17493087677433e-242	1.34033625002478	0.392	0.039	Sertoli	Atp1b1
Myo7a	2.83292641554133e-241	1.2366653149591	0.332	0.016	Sertoli	Myo7a
Bbx3	5.69222629127169e-236	1.15665275514212	0.609	0.296	Sertoli	Bbx
Klhl231	1.38925717429279e-235	1.29579293577554	0.454	0.089	Sertoli	Klhl23
Golga41	8.48924345407667e-234	1.1552476690827	0.608	0.334	Sertoli	Golga4
Nmt22	1.09546653678275e-233	1.20691370999139	0.519	0.175	Sertoli	Nmt2
Slc52a3	2.21140558623802e-233	1.11313249237423	0.293	0.006	Sertoli	Slc52a3
AU015836	3.03924152511816e-233	1.06932216561127	0.28	0.002	Sertoli	AU015836
Rif11	2.74296368929126e-232	1.34271949156588	0.504	0.176	Sertoli	Rif1
Syt7	2.03582287572629e-231	1.23185927131824	0.345	0.024	Sertoli	Syt7
Uchl1	1.07384630815644e-228	1.39244471699024	0.326	0.018	Sertoli	Uchl1
Gstm6	4.16570558490244e-228	1.23069070788213	0.378	0.048	Sertoli	Gstm6
Agpat4	4.44174004927266e-228	1.2057827162153	0.366	0.044	Sertoli	Agpat4
Kansl3	3.30530295311825e-227	1.26466391995394	0.448	0.097	Sertoli	Kansl3
Kdm7a1	9.56957480121279e-226	1.20395803871969	0.504	0.168	Sertoli	Kdm7a
Smcp3	1.19343997818081e-224	1.57164145363879	0.542	0.336	Sertoli	Smcp
EGFP	2.46407691458121e-224	1.10426131643882	0.321	0.016	Sertoli	EGFP
Oaz31	2.51455448770828e-221	1.58088779557984	0.452	0.175	Sertoli	Oaz3
Stim1	3.1439549940507e-220	1.25005376606833	0.441	0.115	Sertoli	Stim1
Nudc1	4.87438231319503e-220	1.14353929666208	0.537	0.249	Sertoli	Nudc
Alad1	1.36045619650138e-218	1.18953108086516	0.437	0.088	Sertoli	Alad
Pgp1	2.5113142182989e-218	1.16276953728648	0.572	0.242	Sertoli	Pgp
Fbrsl1	2.91346789500996e-215	1.16319268613463	0.377	0.057	Sertoli	Fbrsl1
4930550L24Rik	1.4055653993408e-213	0.961496497341459	0.25	0.001	Sertoli	4930550L24Rik
Gprasp2	1.46315357429635e-212	1.20744210564783	0.351	0.039	Sertoli	Gprasp2
Elovl2	6.21345722028062e-212	1.08322443208411	0.305	0.015	Sertoli	Elovl2
Ccdc136	5.73798133523836e-211	1.42325617422019	0.54	0.255	Sertoli	Ccdc136
Cdk5	1.28805582258022e-210	1.17847126070458	0.406	0.081	Sertoli	Cdk5
Trrap	1.45400589598202e-209	1.21887958645635	0.372	0.055	Sertoli	Trrap
Prdx6	1.9228433090793e-209	1.15247671626769	0.502	0.161	Sertoli	Prdx6
Tiam1	5.74707497453589e-209	1.08564621942212	0.296	0.015	Sertoli	Tiam1
Reep2	4.58570626583117e-208	1.09454911628867	0.339	0.031	Sertoli	Reep2
Clec12b	1.9830868285484e-207	0.968490168060656	0.244	0.001	Sertoli	Clec12b
Derl3	1.70136284525333e-206	0.989380939198324	0.255	0.003	Sertoli	Derl3
Mesdc23	3.30425413832857e-204	0.967021386938834	0.572	0.366	Sertoli	Mesdc2
Alas2	5.25624190405768e-204	1.07588935273404	0.241	0.001	Sertoli	Alas2
Polr3g	1.13401855268068e-202	1.12240271050585	0.317	0.026	Sertoli	Polr3g
Eppin	2.99760703327761e-202	1.29573368093487	0.371	0.061	Sertoli	Eppin
Enpp2	1.08143451793758e-200	1.05211104053102	0.269	0.008	Sertoli	Enpp2
Ctnnal1	2.99812062396607e-200	1.09011189006797	0.295	0.017	Sertoli	Ctnnal1
Chchd104	3.14939418104438e-200	1.15769820222608	0.613	0.267	Sertoli	Chchd10
Pcsk1n	3.30209681433901e-200	0.994251560342696	0.241	0.002	Sertoli	Pcsk1n
Rnf1813	5.55567280642042e-199	1.09694564198408	0.526	0.199	Sertoli	Rnf181
Tnik	6.60310501542019e-199	1.19204546944708	0.365	0.056	Sertoli	Tnik
Rab11fip3	1.30914044180911e-198	1.08052256414809	0.326	0.033	Sertoli	Rab11fip3
Ptpre	2.18153593430884e-198	1.25347896596604	0.359	0.055	Sertoli	Ptpre
Tex19.2	8.79418554521566e-198	0.925508585390626	0.243	0.002	Sertoli	Tex19.2
Jade1	1.15640839358582e-195	1.15164270209582	0.386	0.077	Sertoli	Jade1
Fkbp41	2.53140259449522e-195	1.11026862772973	0.5	0.198	Sertoli	Fkbp4
Mier3	1.84606135085442e-191	1.16032071133004	0.396	0.083	Sertoli	Mier3
Isyna12	2.33136216156294e-191	1.07802138778281	0.497	0.17	Sertoli	Isyna1
Larp1b	7.95660413760845e-191	1.14052795428218	0.44	0.107	Sertoli	Larp1b
Slc30a2	9.14179742774273e-191	1.13627493846778	0.367	0.064	Sertoli	Slc30a2
Smpx	3.93980775319896e-190	1.07141797138603	0.299	0.023	Sertoli	Smpx
Shbg	8.62524781001191e-190	0.924433262330365	0.222	0	Sertoli	Shbg
Tyro3	1.01535174662639e-189	0.936179790703601	0.239	0.004	Sertoli	Tyro3
Sh3gl2	4.91161350463879e-189	0.961471500927635	0.263	0.009	Sertoli	Sh3gl2
Vsig1	2.12527407434051e-188	0.949386185771016	0.258	0.009	Sertoli	Vsig1
Plp1	2.66505407522529e-188	1.19196687971428	0.328	0.042	Sertoli	Plp1
Lpar3	4.99662822596372e-188	0.956139419165139	0.258	0.009	Sertoli	Lpar3
Nfatc2ip	5.29734998142263e-188	1.12082115891472	0.353	0.051	Sertoli	Nfatc2ip
Mns1	6.76236838303824e-188	1.17463434268184	0.455	0.129	Sertoli	Mns1
Sox4	3.54462207975744e-187	1.13318625418229	0.346	0.045	Sertoli	Sox4
Zmat1	7.91348592315359e-187	1.15289676568692	0.344	0.05	Sertoli	Zmat1
Gas7	2.8361727520683e-186	1.04037094784946	0.306	0.03	Sertoli	Gas7
Sema6c	5.00274050418408e-186	1.04601105919207	0.296	0.026	Sertoli	Sema6c
Tdrp	2.21084879583746e-185	1.03710708254075	0.303	0.025	Sertoli	Tdrp
Epb4.1l3	4.03917114082013e-185	0.962527420511591	0.274	0.015	Sertoli	Epb4.1l3
Ppp3ca	2.79179880957004e-181	0.990795500381116	0.527	0.281	Sertoli	Ppp3ca
Slc7a4	4.23123740568648e-181	0.980465556253453	0.264	0.017	Sertoli	Slc7a4
Med101	1.19941737052114e-178	1.11538861396396	0.479	0.167	Sertoli	Med10
Aqp8	1.73255248271605e-177	1.10311264223071	0.213	0.001	Sertoli	Aqp8
Spa171	1.7390502974389e-176	1.18602921782417	0.519	0.314	Sertoli	Spa17
Glb1l3	3.72584213512534e-175	1.06414786064032	0.265	0.017	Sertoli	Glb1l3
Fabp92	5.31604270516574e-173	1.1742707809674	0.565	0.314	Sertoli	Fabp9
Wnk3	7.41588289103257e-173	0.918208654445787	0.236	0.009	Sertoli	Wnk3
Mtcl1	1.10148493314066e-172	0.875372204152295	0.214	0.002	Sertoli	Mtcl1
Dmrt1	4.61162394415549e-172	0.83784818631649	0.211	0.002	Sertoli	Dmrt1
Dmrta1	9.11822805420788e-171	0.785605431199952	0.207	0.001	Sertoli	Dmrta1
Tspyl21	1.33441099460007e-168	1.07938170682548	0.376	0.1	Sertoli	Tspyl2
Prm3	2.49225414729886e-168	1.48086208717155	0.372	0.15	Sertoli	Prm3
Gapdhs	3.83683254761167e-168	1.29454056849237	0.385	0.182	Sertoli	Gapdhs
Gpr55	4.0851530431185e-168	0.869227870004689	0.205	0.002	Sertoli	Gpr55
Upf3b	9.61468820193959e-165	1.15784806421847	0.457	0.208	Sertoli	Upf3b
Serf11	1.25748556475303e-162	1.03006527335714	0.484	0.2	Sertoli	Serf1
Cmas	1.60054472381712e-162	1.04118023017041	0.368	0.084	Sertoli	Cmas
Gca	6.80051528243917e-162	0.897785658512331	0.243	0.014	Sertoli	Gca
Bcat2	8.00422004720501e-162	0.986845266080439	0.323	0.06	Sertoli	Bcat2
Qpct	3.07246966636142e-161	1.0678252008317	0.316	0.054	Sertoli	Qpct
Akap17b	4.49438607488717e-161	1.08004819121696	0.338	0.059	Sertoli	Akap17b
Efhd2	6.41078232344945e-161	1.02132491020953	0.405	0.1	Sertoli	Efhd2
Ddah1	2.36485742890198e-160	0.885759504245945	0.236	0.011	Sertoli	Ddah1
Garnl3	4.063787128471e-159	1.03769788095257	0.275	0.027	Sertoli	Garnl3
Haus7	1.01762937508147e-158	0.986794773142448	0.385	0.097	Sertoli	Haus7
Map4k4	3.84342604710294e-157	1.02974518203235	0.439	0.171	Sertoli	Map4k4
Dtna	1.36882442936919e-156	0.816256907213572	0.211	0.005	Sertoli	Dtna
Adipor11	9.12204690804214e-156	0.904871610506733	0.48	0.216	Sertoli	Adipor1
Cerk1	2.87163353920027e-155	0.991447642967334	0.368	0.086	Sertoli	Cerk
Tpd52l1	5.44825900832764e-155	1.00574949758956	0.309	0.045	Sertoli	Tpd52l1
Gprasp11	4.06376294643573e-154	1.10282535888369	0.382	0.115	Sertoli	Gprasp1
1700024P16Rik	4.78715094488641e-154	0.942110914177267	0.237	0.016	Sertoli	1700024P16Rik
Peg10	1.11721178593771e-153	0.772846884228545	0.211	0.006	Sertoli	Peg10
Mxi1	4.52308662447402e-153	1.0053602232512	0.355	0.085	Sertoli	Mxi1
St3gal52	1.82884894451411e-152	0.975768042694724	0.471	0.202	Sertoli	St3gal5
Lsr	2.01323933379872e-152	0.939979443937559	0.312	0.046	Sertoli	Lsr
Grip1	3.56922408582564e-152	0.825381179343514	0.21	0.006	Sertoli	Grip1
Smim10l2a	1.31108881198036e-150	0.909702957080051	0.269	0.03	Sertoli	Smim10l2a
Srpk1	3.52731468318482e-147	0.952934100948528	0.445	0.151	Sertoli	Srpk1
Slc4a7	7.41488550549486e-147	1.00404169317849	0.308	0.053	Sertoli	Slc4a7
Ralb1	2.09990160429203e-146	0.973648044992734	0.438	0.168	Sertoli	Ralb
Chp2	2.67127730403681e-146	1.03897147841539	0.274	0.032	Sertoli	Chp2
Stmn1	4.31717795012182e-145	0.994770741640472	0.312	0.05	Sertoli	Stmn1
Mphosph9	3.29301257435866e-144	0.904103520683646	0.253	0.025	Sertoli	Mphosph9
Pabpn11	1.25780768286437e-143	1.06547890370734	0.354	0.122	Sertoli	Pabpn1
Stk39	1.32099836972094e-143	0.946056018000092	0.38	0.102	Sertoli	Stk39
Fbxo21	3.19326550663709e-143	0.905642723176451	0.295	0.047	Sertoli	Fbxo21
N4bp2l1	4.80599501698416e-142	0.90121619316546	0.25	0.025	Sertoli	N4bp2l1
Man2a1	1.65469548577883e-140	0.979673875908644	0.346	0.101	Sertoli	Man2a1
Itgb5	1.71892097568181e-140	0.862402852672343	0.259	0.032	Sertoli	Itgb5
Baz1a	5.40652642612939e-140	0.99559770711067	0.329	0.067	Sertoli	Baz1a
Nfat5	1.01096201427482e-138	1.07502579796358	0.391	0.17	Sertoli	Nfat5
Zc3h7b	1.24195201780701e-137	0.93799527333038	0.363	0.105	Sertoli	Zc3h7b
Hspa4l	1.28510502673688e-137	0.971513320845287	0.378	0.123	Sertoli	Hspa4l
Slc24a3	1.02449036009529e-135	0.796832263476732	0.229	0.019	Sertoli	Slc24a3
Sbno1	8.79037905684498e-135	0.903112641155402	0.482	0.236	Sertoli	Sbno1
Agfg2	8.73957335620103e-134	0.918629857321918	0.291	0.056	Sertoli	Agfg2
Sept9	1.44305069085872e-133	0.862463731463523	0.27	0.039	Sertoli	Sept9
Tpx2	5.88572805776901e-133	0.90267519550349	0.24	0.023	Sertoli	Tpx2
Itpr2	6.28472978150977e-133	1.07152109947179	0.306	0.065	Sertoli	Itpr2
Evl	4.15287729958299e-132	0.819521299160618	0.25	0.03	Sertoli	Evl
Nrd1	1.42891006426179e-130	0.863145272947489	0.495	0.294	Sertoli	Nrd1
Sgk3	2.94812503641714e-130	0.892570680634963	0.268	0.041	Sertoli	Sgk3
Ivns1abp	6.7388660803054e-129	0.891611355886259	0.33	0.074	Sertoli	Ivns1abp
Ccdc251	7.48306778426864e-129	0.952897802337121	0.401	0.155	Sertoli	Ccdc25
Kctd14	1.02417512986487e-128	0.886016915873758	0.264	0.039	Sertoli	Kctd14
Pdia5	1.27685997925168e-128	0.837366635945529	0.272	0.043	Sertoli	Pdia5
Odf1	2.37559313383505e-128	1.21428044838576	0.273	0.058	Sertoli	Odf1
Pex11a	2.6075438538827e-128	0.823040524199424	0.226	0.022	Sertoli	Pex11a
Ptgr13	3.10967660239127e-126	0.937599968435214	0.402	0.162	Sertoli	Ptgr1
Akr1b83	1.68900595083435e-125	0.87350714550577	0.436	0.192	Sertoli	Akr1b8
Hspb9	4.14880313166733e-125	1.00040984796937	0.374	0.158	Sertoli	Hspb9
Serpina51	2.85168296552979e-124	0.96466032905863	0.309	0.065	Sertoli	Serpina5
Lpin2	3.28869810524063e-124	0.949843822323677	0.315	0.082	Sertoli	Lpin2
Scd24	5.58210278572043e-124	0.854591077931657	0.509	0.273	Sertoli	Scd2
Cited2	3.1932735911044e-123	0.887165183387846	0.34	0.091	Sertoli	Cited2
Lactb	6.58368273736185e-123	0.913143365022933	0.289	0.059	Sertoli	Lactb
Bcl2l2	1.13492582489512e-122	0.915262979597491	0.282	0.06	Sertoli	Bcl2l2
Gsg1	2.84724298255755e-120	1.09873221988744	0.343	0.143	Sertoli	Gsg1
Spata33	2.24139342218754e-119	0.962778348887459	0.411	0.2	Sertoli	Spata33
Zmym3	2.26103409577172e-119	0.879919304539133	0.263	0.051	Sertoli	Zmym3
Supt5	5.93156071777082e-118	0.805760755734813	0.434	0.228	Sertoli	Supt5
Zfp839	3.02852632488932e-117	0.824249641451588	0.247	0.039	Sertoli	Zfp839
Med19	1.16741120311046e-116	0.902316146835599	0.392	0.154	Sertoli	Med19
Hspb1	6.74788208875549e-116	0.909427413875089	0.327	0.089	Sertoli	Hspb1
Fyn	7.72945011566628e-116	0.821295183929258	0.427	0.18	Sertoli	Fyn
Dnm3	8.21685315888621e-116	0.970960177778214	0.292	0.063	Sertoli	Dnm3
Slco3a1	3.20498336953472e-115	0.826639845681978	0.271	0.053	Sertoli	Slco3a1
Mt23	4.92253039694385e-115	0.721984998050244	0.595	0.324	Sertoli	Mt2
Etl4	6.58645512576312e-115	0.91755617102924	0.324	0.103	Sertoli	Etl4
Adgrl1	1.35396486875764e-113	0.919464175100652	0.337	0.131	Sertoli	Adgrl1
Setd8	3.18211041175268e-112	0.882452865062776	0.334	0.109	Sertoli	Setd8
Tomm34	4.34651128154738e-112	0.816987573704705	0.296	0.071	Sertoli	Tomm34
Gja1	7.1399174045204e-111	0.819718869485475	0.288	0.06	Sertoli	Gja1
Nudt41	7.78948988068288e-111	0.745632006773417	0.527	0.326	Sertoli	Nudt4
Tmem29	1.58826894590737e-110	0.800234209298724	0.243	0.042	Sertoli	Tmem29
Camsap1	7.26569423447116e-110	0.837003150187622	0.272	0.059	Sertoli	Camsap1
Tspan17	1.57123173860931e-109	0.878625299898931	0.289	0.087	Sertoli	Tspan17
Map4	5.57155823845312e-109	0.834619774628763	0.393	0.178	Sertoli	Map4
Xpnpep1	7.47321252318152e-109	0.789312832446026	0.304	0.081	Sertoli	Xpnpep1
Knop11	1.78597771822286e-108	0.836256228607995	0.443	0.225	Sertoli	Knop1
Optn	2.70037920919037e-108	0.828094101322307	0.289	0.068	Sertoli	Optn
Dlgap4	3.10242938163923e-108	0.819749383504076	0.368	0.146	Sertoli	Dlgap4
Mrps6	2.73948420737937e-107	0.842257590577433	0.275	0.065	Sertoli	Mrps6
Kdm5b	8.66694262947284e-107	0.845019405106828	0.383	0.16	Sertoli	Kdm5b
Auts2	5.04699304552368e-106	0.793232696225359	0.244	0.042	Sertoli	Auts2
Pvrl2	1.91368372339068e-105	0.79864202179631	0.267	0.059	Sertoli	Pvrl2
Rangap1	4.00779331254491e-104	0.806127521796035	0.319	0.099	Sertoli	Rangap1
Mkrn1	4.5910432970803e-104	0.810405352726271	0.366	0.138	Sertoli	Mkrn1
Rpgrip1	1.42493218661147e-103	0.903090737379806	0.335	0.111	Sertoli	Rpgrip1
Ssx2ip	6.94869951253326e-102	0.831404480805723	0.312	0.096	Sertoli	Ssx2ip
Man2a2	1.08448864068305e-101	0.823738980108499	0.275	0.073	Sertoli	Man2a2
Rp9	5.21995446559921e-100	0.756213141945683	0.47	0.252	Sertoli	Rp9
Vps37a	2.34415693396474e-98	0.794563217390388	0.339	0.117	Sertoli	Vps37a
Rhou	3.27659702544333e-98	0.78825427961953	0.286	0.081	Sertoli	Rhou
Prkra	1.04065234359963e-97	0.778158996757628	0.281	0.078	Sertoli	Prkra
Exosc5	4.5651378296813e-97	0.790291640426572	0.293	0.086	Sertoli	Exosc5
Diap2	1.01953126726474e-95	0.810905861650661	0.333	0.131	Sertoli	Diap2
Gamt2	6.65570722620099e-95	0.785617141862367	0.381	0.179	Sertoli	Gamt
Smim24	7.65321635911122e-95	0.863542492798768	0.358	0.148	Sertoli	Smim24
Tuba3b	2.32297985510161e-94	0.886308616034883	0.322	0.109	Sertoli	Tuba3b
Phf7	4.5568556916081e-94	0.798098133746467	0.455	0.254	Sertoli	Phf7
Rsph1	2.43698280598576e-87	0.808624124332613	0.416	0.205	Sertoli	Rsph1
Scarb12	6.1796792220067e-77	0.744704762449336	0.336	0.129	Sertoli	Scarb1
Dcn4	0	3.70172315568316	0.994	0.094	Unknown	Dcn
Gsn3	0	3.35137018747468	0.968	0.12	Unknown	Gsn
Mgp4	0	2.94900902153032	0.934	0.064	Unknown	Mgp
Igfbp64	0	2.88622918515694	0.921	0.084	Unknown	Igfbp6
Adamts55	0	2.83666293395689	0.904	0.041	Unknown	Adamts5
Col1a24	0	2.77969775081854	0.948	0.094	Unknown	Col1a2
Fgl24	0	2.65631035371921	0.905	0.057	Unknown	Fgl2
Serping13	0	2.57457004981976	0.935	0.098	Unknown	Serping1
Ogn4	0	2.44868873443991	0.863	0.064	Unknown	Ogn
Ppap2b3	0	2.33100102818153	0.902	0.131	Unknown	Ppap2b
Fhl25	0	2.31919088614837	0.779	0.035	Unknown	Fhl2
S100a65	0	2.27986147817045	0.849	0.091	Unknown	S100a6
Col3a14	0	2.26204705340483	0.811	0.062	Unknown	Col3a1
Igf15	0	2.20634407128382	0.775	0.066	Unknown	Igf1
Rbbp74	0	2.19770516586035	0.961	0.429	Unknown	Rbbp7
Klf43	0	2.19146824551873	0.801	0.14	Unknown	Klf4
Htra34	0	2.1774590262047	0.765	0.056	Unknown	Htra3
Selenbp14	0	2.16733129507499	0.78	0.081	Unknown	Selenbp1
Cyp26b15	0	2.11261677398665	0.74	0.091	Unknown	Cyp26b1
Lama24	0	2.09494267868273	0.782	0.045	Unknown	Lama2
Sparcl13	0	2.04253385087604	0.965	0.174	Unknown	Sparcl1
Ltbp44	0	2.02536502501294	0.775	0.053	Unknown	Ltbp4
Rarres24	0	1.96556688199213	0.73	0.043	Unknown	Rarres2
Lamb12	0	1.95231637986445	0.756	0.068	Unknown	Lamb1
Id33	0	1.95174098286413	0.754	0.095	Unknown	Id3
Penk5	0	1.94869304520371	0.678	0.061	Unknown	Penk
Cygb3	0	1.91467473659454	0.69	0.056	Unknown	Cygb
Smoc25	0	1.89034044806862	0.641	0.042	Unknown	Smoc2
Entpd25	0	1.88810834631636	0.665	0.03	Unknown	Entpd2
Clec3b3	0	1.88709984798685	0.526	0.016	Unknown	Clec3b
Pltp4	0	1.83532390049236	0.743	0.084	Unknown	Pltp
Ahnak2	0	1.8031068610272	0.781	0.128	Unknown	Ahnak
Serpinf14	0	1.80129890884263	0.618	0.039	Unknown	Serpinf1
Bgn3	0	1.78964578933824	0.694	0.055	Unknown	Bgn
Ecm13	0	1.78524826904281	0.658	0.082	Unknown	Ecm1
Pdgfra4	0	1.7792852517675	0.682	0.063	Unknown	Pdgfra
Cald13	0	1.76758984608404	0.848	0.132	Unknown	Cald1
Meg34	0	1.7535772946037	0.698	0.086	Unknown	Meg3
Thbd3	0	1.74645060688383	0.526	0.029	Unknown	Thbd
S100a103	0	1.71435417195658	0.858	0.225	Unknown	S100a10
Cyp27a14	0	1.70723231044104	0.652	0.049	Unknown	Cyp27a1
Ecm22	0	1.69873009919	0.58	0.049	Unknown	Ecm2
Rnase45	0	1.67452029367356	0.728	0.081	Unknown	Rnase4
Cd344	0	1.66492875046229	0.728	0.087	Unknown	Cd34
Itih53	0	1.65534464097171	0.626	0.054	Unknown	Itih5
Cd2004	0	1.64111331051306	0.721	0.093	Unknown	Cd200
Nrk3	0	1.63806752388256	0.505	0.028	Unknown	Nrk
Crispld24	0	1.6271997199467	0.516	0.021	Unknown	Crispld2
Dpep14	0	1.6226923953977	0.582	0.026	Unknown	Dpep1
Tcf213	0	1.60983897637495	0.566	0.033	Unknown	Tcf21
C1ra4	0	1.6056037921076	0.612	0.049	Unknown	C1ra
Prss354	0	1.60478074535087	0.652	0.105	Unknown	Prss35
Efemp14	0	1.59350050652035	0.565	0.032	Unknown	Efemp1
Mfap55	0	1.58634757755005	0.516	0.018	Unknown	Mfap5
C1s13	0	1.57875506230576	0.665	0.068	Unknown	C1s1
Nbl13	0	1.57868213910948	0.536	0.028	Unknown	Nbl1
Fos2	0	1.57559747086038	0.742	0.251	Unknown	Fos
Glul3	0	1.57340294593824	0.898	0.361	Unknown	Glul
Pmp223	0	1.55102717509243	0.597	0.055	Unknown	Pmp22
Igfbp44	0	1.53395352909797	0.642	0.073	Unknown	Igfbp4
Igf22	0	1.52197464330761	0.464	0.025	Unknown	Igf2
Pgrmc14	0	1.51777032521899	0.919	0.347	Unknown	Pgrmc1
Cd633	0	1.51226813279716	0.783	0.13	Unknown	Cd63
Adamts24	0	1.50146780192952	0.523	0.028	Unknown	Adamts2
Ralgps23	0	1.48102154430815	0.719	0.154	Unknown	Ralgps2
Fstl13	0	1.4761602680066	0.569	0.046	Unknown	Fstl1
Cp2	0	1.47590790350486	0.598	0.096	Unknown	Cp
Ifitm34	0	1.4506391352285	0.782	0.129	Unknown	Ifitm3
Cped13	0	1.43950496459869	0.549	0.053	Unknown	Cped1
Ms4a4d3	0	1.38801558400811	0.473	0.018	Unknown	Ms4a4d
Serpinh13	0	1.37034451617419	0.553	0.048	Unknown	Serpinh1
Ptrf3	0	1.36812793840556	0.623	0.094	Unknown	Ptrf
Slit31	0	1.33922346447332	0.482	0.028	Unknown	Slit3
Col1a12	0	1.33704148991826	0.441	0.021	Unknown	Col1a1
Pdpn3	0	1.32933896801892	0.502	0.034	Unknown	Pdpn
Col4a44	0	1.31456088394364	0.619	0.124	Unknown	Col4a4
Nr2f23	0	1.31417189849641	0.553	0.076	Unknown	Nr2f2
Emp31	0	1.3128858382859	0.689	0.154	Unknown	Emp3
Sulf25	0	1.31183789537173	0.558	0.083	Unknown	Sulf2
Rcn33	0	1.30465425847337	0.525	0.065	Unknown	Rcn3
S100b4	0	1.30362654335465	0.479	0.036	Unknown	S100b
Tgfbr33	0	1.30167128019936	0.539	0.07	Unknown	Tgfbr3
