clusters	InnateLymphoid	Macrophage	Endothelial	Myoid	Leydig	Sertoli	Unknown
1700037F24Rik	0	0	0	0	0	0.003074424	0
1700037H04Rik	0.162979157	0.394128004	0.182300603	0.430506535	0.274093051	0.603576248	0.32583276
1700039E15Rik	0	0.121340883	0.054676545	0.177923886	0.041702454	0.250997167	0.101610571
1700039E22Rik	0	0	0	0	0	0.010872649	0.001677654
1700039I01Rik	0.09292403	0	0	0	0	0.005767104	0.008042646
1700039M10Rik	0	0.013300775	0	0.212935	0.00349818	0.044425431	0.023485264
1700039M15Rik	0	0	0	0	0	0.000947558	0
1700040D17Rik	0	0.041615978	0	0	0	0.017965055	0.010938431
1700040F17Rik	0	0	0	0	0	0.001040646	0
1700040K01Rik	0	0	0.031283637	0	0.005039034	0.074244818	0.03222966
1700040L02Rik	0.064398824	0.034814102	0	0	0.150449778	0.24139179	0.086679101
1700041C23Rik	0.116717778	0.268381568	0.104491997	0	0.005427524	0.136925068	0.084106446
1700041G16Rik	0.118950054	0.033176968	0	0	0	0.023699171	0.011346216
1700041M05Rik	0	0	0	0	0	0.002211407	0
1700041M19Rik	0	0	0.030682241	0	0.002870426	0.051643723	0.012098663
1700042G07Rik	0.16486241	0.344222222	0.257296185	0.255698428	0.188732481	1.1197213	0.247717013
1700042G15Rik	0.081201401	0	0	0	0	0.01918316	0.003204045
1700042O10Rik	0	0	0	0	0	0.008959837	0.002284402
1700044C05Rik	0	0	0	0	0	0	0
1700044K03Rik	0	0.012780919	0	0	0	0.01289816	0.014462239
1700045H11Rik	0	0.0580826	0	0	0	0.021787128	0.00744229
1700046C09Rik	0	0.013227986	0	0	0.006871151	0.041179453	0.02576886
1700047A11Rik	0	0	0	0	0.011577017	0.024616897	0.002151896
1700047F07Rik	0.064745852	0.066370983	0	0	0	0.036594606	0.027529229
1700047G03Rik	0	0	0	0	0.01436571	0.031197964	0.006980531
1700047I17Rik2	0	0.038809381	0	0	0	0.001763256	0.000756707
1700047K16Rik	0	0	0	0	0	0.007607009	0.008803569
1700047L14Rik	0	0.022434084	0	0	0	0.037846721	0.003070872
1700047M11Rik	0.037312193	0	0.063366056	0	0.004764997	0.097271783	0.022680858
1700047N06Rik	0.090216206	0.006214292	0	0	0	0	0
1700048M11Rik	0	0.032898894	0	0	0	0.042874798	0.0004842
1700048O20Rik	0.034162861	0.063946192	0	0.071687535	0.034998354	0.088055118	0.070903816
1700049E15Rik	0	0	0	0	0	0.005624537	0
1700049E17Rik1	0	0	0	0	0	0.001698785	0
1700049E17Rik2	0	0	0	0	0	0.002824817	0
1700049E22Rik	0	0.013490329	0	0	0.001612683	0.028966288	0.008660603
1700049G17Rik	0	0.135367374	0.041160512	0.218660832	0.069607366	0.097782514	0.083895402
1700049J03Rik	0	0	0	0	0	0	0
1700049L16Rik	0.284572879	0.148113738	0.067980755	0	0.11022649	0.254691515	0.150519198
1700051A21Rik	0.17771982	0.147677289	0.129808611	0	0.046653169	0.207328872	0.103077478
1700051O22Rik	0	0.006030414	0	0	0	0.013782483	0.002864425
1700052I22Rik	0.231623726	0.123731238	0.01174671	0	0.001397422	0.24229716	0.0781316
1700052K11Rik	0.060742498	0.040219642	0.075535134	0.330616616	0.005672899	0.142483578	0.093252586
1700054A03Rik	0	0.012780919	0	0.137363455	0	0.056104726	0.019576212
1700054K02Rik	0	0	0	0	0	0.011725154	0
1700054K19Rik	0	0	0	0	0	0	0.004657646
1700054M17Rik	0	0	0	0	0.001894544	0.02683347	0.002193836
1700054O19Rik	0	0.006030414	0	0	0.00349818	0.032939855	0.00964488
1700055C04Rik	0	0	0	0	0	0.011295204	0
1700055D18Rik	0	0.059873708	0	0	0.048701584	0.030927365	0.011744029
1700056E22Rik	0.09664055	0.148035463	0.013125245	0	0.025964625	0.144448725	0.061974546
1700056N10Rik	0	0.053119421	0.049060945	0	0.009204642	0.057820996	0.034528797
1700057G04Rik	0	0.060355313	0	0	0.006457527	0.155406054	0.055844879
1700057H15Rik	0	0	0	0	0	0.043424678	0.016347442
1700057H21Rik	0	0	0	0	0.008678668	0.003371679	0.005188218
1700058P15Rik	0	0.026767166	0	0	0	0.017351073	0.004604098
1700060C16Rik	0	0	0	0	0	0.005480903	0
1700060C20Rik	0	0	0	0	0.049926092	0.033866254	0.021140663
1700060J05Rik	0	0.020508996	0	0	0	0.05455006	0.003517842
1700060O08Rik	0	0	0	0	0	0.002981818	0.001329461
1700061E17Rik	0	0	0	0	0	0.008050713	0
1700061E18Rik	0.063123582	0	0	0	0.029008729	0.011102148	0.011525079
1700061F12Rik	0.138066805	0.12697081	0.048131093	0.271956039	0.035237387	0.135944365	0.04763916
1700061G19Rik	0.031798777	0.161910076	0.059070053	0.271956039	0.009681755	0.119315107	0.089263954
1700061H18Rik	0	0	0	0	0	0.001311031	0.001213818
1700061I17Rik	0	0	0.021235061	0	0	0.009665349	0.00520086
1700061J23Rik	0	0.009521342	0	0	0.00349818	0.050690903	0.020067588
1700063A18Rik	0	0	0	0	0	0	0
1700063D05Rik	0	0.035403997	0.013111383	0	0.006826626	0.041289634	0.026754025
1700063H04Rik	0	0	0.010733367	0	0.007865621	0.063071663	0.010592656
1700063H06Rik	0	0.041575715	0	0	0.014136149	0.047055505	0.016331984
1700063I16Rik	0.031798777	0.061728095	0	0	0.006325268	0.041007785	0.036108298
1700063K16Rik	0	0	0	0	0	0.002890718	0.003053694
1700063O14Rik	0	0	0	0	0	0.005325131	0
1700064H15Rik	0	0	0	0	0.007865621	0.009072455	0.00549817
1700064M15Rik	0.027719805	0.086699656	0.064672237	0	0.016224693	0.095344258	0.044096562
1700065D16Rik	0.037617651	0.140941096	0.015862623	0	0	0.07930577	0.039080675
1700065I16Rik	0.059380124	0.09502433	0	0	0.046706473	0.107727877	0.05325186
1700065J18Rik	0.123994116	0	0.056108774	0	0.00154726	0.108451027	0.017774713
1700065O20Rik	0	0	0	0	0	0.020884488	0.008623004
1700066B17Rik	0.073900177	0	0.027866037	0.168220229	0.006272223	0.120403948	0.031761523
1700066B19Rik	0	0	0	0	0.006871151	0.021742836	0.008796334
1700066J03Rik	0	0.079091202	0	0.109240687	0.005278026	0.108763543	0.048708903
1700066M21Rik	0.176513858	0.057138858	0.079533797	0.109240687	0.057304904	0.067388876	0.072500832
1700066N21Rik	0	0.005633294	0	0	0	0	0.002720494
1700066O22Rik	0	0.010101565	0	0.356246913	0.004654033	0.064285607	0.01554461
1700067G17Rik	0	0.084521748	0	0	0.036572743	0.0528482	0.053156621
1700067K01Rik	0.045573446	0.08581727	0	0	0.018178425	0.058620829	0.024458877
1700067P10Rik	0.168751514	0.071112312	0.018383918	0.268513458	0.031768931	0.13456154	0.073485274
1700069B07Rik	0	0.018329933	0	0	0	0.009202037	0.005082732
1700069L16Rik	0	0	0.030682241	0	0	0.017411987	0.003897061
1700071G01Rik	0	0.016580911	0	0	0	0.0006654	0
1700071K01Rik	0	0.04746525	0	0	0	0.019780451	0.005350393
1700071M16Rik	0	0.022781204	0.029640318	0.269427412	0.013188277	0.083136932	0.049369427
1700072B07Rik	0.067561194	0.016879585	0	0	0.01616569	0.081117583	0.009923575
1700072G22Rik	0	0	0	0	0	0.001159148	0.003851731
1700073E17Rik	0.070694814	0.147598289	0	0	0.039951664	0.124547641	0.099050858
1700074A21Rik	0	0	0	0	0	0	0.001377934
1700074H08Rik	0.067662836	0.074223341	0	0	0	0.066526263	0.01342451
1700074P13Rik	0.384843268	0.547313563	0.225209096	0.235426793	0.168313969	0.671038029	0.277203237
1700080E11Rik	0.104391737	0.096984322	0.013111383	0	0.027187004	0.44398632	0.054591683
1700080G11Rik	0	0.025467988	0.021455262	0	0.020621331	0.042054298	0.001760023
1700080N15Rik	0.045573446	0.009203431	0	0.068326049	0	0.136545319	0.022531949
1700080O16Rik	0	0.176259757	0	0	0.022461347	0.109704917	0.023539667
1700081H04Rik	0	0	0	0	0.025748473	0.006879406	0.001563161
1700082M22Rik	0	0	0	0	0	0	0
1700083H02Rik	0.031798777	0.065942516	0.03503071	0	0.014629683	0.013258699	0.010037305
1700084C01Rik	0	0	0	0	0	0	0.008866722
1700084C06Rik	0.061848862	0	0	0	0.010487131	0	0.00399962
1700084E18Rik	0.08954364	0.101877114	0.027099494	0	0.040303577	0.051436821	0.019309949
1700084F23Rik	0	0.176205933	0.104566113	0.109240687	0.008479226	0.041287579	0.042883327
1700084J12Rik	0	0.050321031	0	0	0	0.022954702	0.003448049
1700084M14Rik	0.114921059	0.209168118	0.090344272	0	0.065995994	0.383585286	0.088743417
1700085C21Rik	0	0	0	0	0	0.007659383	0.002330805
1700086D15Rik	0	0	0	0	0	0.017818123	0.003050572
1700086L19Rik	0.230821858	0.508878249	0.164193095	0.336506447	0.062491621	0.404586884	0.172998315
1700086O06Rik	0	0.090550836	0.068305049	0.371509518	0.152930052	0.145970571	0.081445711
1700086P04Rik	0	0.048815896	0	0	0.038220551	0.14520623	0.023274804
1700087M22Rik	0	0.013300775	0	0	0	0.016087924	0.002241044
1700088E04Rik	0	0.106409233	0.027240957	0	0.091048797	0.251796119	0.112349976
1700091H14Rik	0	0	0	0	0	0	0.00265172
1700092C02Rik	0	0	0	0	0	0.00456773	0.000725476
1700092C10Rik	0	0.059783289	0.049982919	0.244589206	0	0.050324911	0.031776869
1700092C17Rik	0	0.034768916	0.04534714	0	0.008152549	0.061245725	0.020045109
1700092E19Rik	0	0	0	0	0.001243304	0.052107496	0.015656064
1700092K14Rik	0	0	0	0	0	0.016457221	0.001173915
1700092M07Rik	0.361380395	0.345511565	0.188652457	0.104268627	0.045378741	0.732809838	0.194533341
1700093J21Rik	0	0	0	0	0.004845947	0.008741494	0.002942481
1700093K21Rik	0.194556065	0.29809088	0.188537141	0.523857193	0.04758123	0.4080775	0.194633994
1700094J05Rik	0	0	0.025087801	0	0.001397422	0.058279383	0.005953697
1700095A13Rik	0	0	0	0	0.00349818	0.059028982	0.005406339
1700095A21Rik	0.051491956	0.128974679	0.052591014	0.341418866	0.039581042	0.208424127	0.111980794
1700095B10Rik	0	0.164243343	0.076831541	0	0	0.10237908	0.040954632
1700095J03Rik	0	0.022434084	0.039128622	0	0	0.063969799	0.01678852
1700095J07Rik	0.121449401	0	0	0	0	0.01547968	0.018017265
1700095J12Rik	0	0	0.019245242	0.202139997	0	0.077755564	0.029701703
1700096J18Rik	0.262265213	0.027651392	0.013111383	0	0.002912692	0.080188648	0.020770314
1700096K18Rik	0.105378296	0.124004666	0.02499799	0	0.146949428	0.168694134	0.197958871
1700097N02Rik	0.394023777	0.023848202	0.042277711	0.189876309	0.042450981	0.138896648	0.053569295
1700099I09Rik	0	0.049650635	0	0	0	0.046427656	0.005229966
1700100L14Rik	0	0.064030059	0	0	0.019301634	0.10828557	0.03238924
1700101E01Rik	0	0	0	0	0.054370456	0.050596894	0.020588055
1700101I11Rik	0	0.055862934	0.039101232	0	0.056385636	0.09144397	0.040466843
1700101I19Rik	0	0.153542771	0.029640318	0	0.017580708	0.073081451	0.049123809
1700101O22Rik	0.222633433	0.088431656	0.102582165	0.344571278	0.007366736	0.173411431	0.061278219
1700102P08Rik	0.250798527	0.117402309	0.082960624	0.355999124	0.031444898	0.222349763	0.113598532
1700104B16Rik	0.055775708	0.197829352	0.023673779	0	0.038306107	0.049531287	0.042123683
1700105P06Rik	0.037617651	0.064261306	0	0.109240687	0.010548103	0.096177248	0.043252278
1700106J16Rik	0.121449401	0.13720228	0.010733367	0	0.003526067	0.065871997	0.03782239
1700108F19Rik	0	0.177906471	0.102019697	0	0.275780647	0.076722774	0.123073433
1700108J01Rik	0.023578435	0.317214447	0.148901865	0.184371069	0.067021831	0.235182675	0.188601748
1700108N11Rik	0.08240801	0.035316782	0	0	0.046817581	0.111489247	0.059879701
1700109G14Rik	0.228258869	0.096747241	0.012108239	0.505190152	0.021717923	0.269314009	0.054502174
1700109G15Rik	0	0.020243524	0	0	0.005295579	0.063407105	0.020821359
1700109H08Rik	0.045520329	0.186748563	0.143905819	0.068326049	0.064914788	0.279403628	0.120234389
1700109I08Rik	0	0	0	0	0	0.003308354	0.000983066
1700109K24Rik	0	0.009837729	0	0	0	0	0.004830579
1700110C19Rik	0	0	0.019582552	0	0.001397361	0.010460041	0.011994443
1700110I01Rik	0.08049655	0.0580826	0	0	0	0.028995783	0.013160724
1700110I07Rik	0	0	0	0	0	0	0.001631778
1700110K17Rik	0	0.016781573	0.091688578	0	0.009812342	0.105661488	0.028312645
1700111E14Rik	0	0	0	0	0	0	0
1700111N16Rik	0	0	0	0	0	0.007267788	0
1700112D23Rik	0	0	0	0	0.006143905	0.02799799	0.020361208
1700112E06Rik	0	0.159177178	0.111779676	0	0.172522574	0.009758739	0.132159504
1700112H15Rik	0	0.030773742	0	0	0	0	0
1700112J05Rik	0.104953209	0.094048512	0.015862623	0	0.003380743	0.060831717	0.024251148
1700112J16Rik	0	0	0	0	0.009183782	0.029317557	0.005819509
1700112K13Rik	0	0	0	0	0	0.01574671	0.005922313
1700113A16Rik	0.127183652	0.030773742	0	0	0.021052251	0.066047515	0.019346573
1700113B19Rik	0	0	0	0	0	0	0.000618772
1700113H08Rik	0	0.117537323	0.179643469	0.212935	0.105708152	0.17113788	0.100681209
1700116B05Rik	0.049880677	0	0.031092618	0.344696872	0	0.04052179	0.019784116
1700119H24Rik	0	0	0	0	0	0.009546746	0
1700119I11Rik	0	0.086965606	0.039128622	0	0	0.020317662	0.010092033
1700120B22Rik	0	0	0.015471635	0	0.005232397	0.098724095	0.018546682
1700120C14Rik	0	0.07091335	0.019245242	0.329136269	0.019333519	0.039273152	0.059996573
1700120C18Rik	0	0	0	0	0.003438878	0.003569891	0
1700120E14Rik	0	0	0	0	0	0.000380514	0
1700120G07Rik	0	0.053449975	0	0	0.019226189	0.066845455	0.010188516
1700120G11Rik	0	0	0	0	0	0.017959564	0.011979778
1700120K04Rik	0	0.01202468	0.032441305	0.068326049	0.012253188	0.186143125	0.033873758
1700120O09Rik	0	0	0.048381006	0.124750393	0	0.014185431	0.001685689
1700121C08Rik	0.049880677	0	0	0	0.013598917	0.01307284	0.003018334
1700121L03Rik	0	0.00829985	0	0	0.001740288	0.018912745	0.008733709
1700121L16Rik	0	0	0	0	0	0	0
1700121N20Rik	0	0.009586046	0.015471635	0	0.001740288	0.011507453	0.002258067
1700122D07Rik	0.095984005	0	0	0	0.001397422	0.016299265	0
1700122E12Rik	0	0	0	0	0	0.022288758	0.012778474
1700122O11Rik	0	0	0.006584156	0	0	0.027177186	0.007563069
1700123I01Rik	0	0.019444668	0.084293471	0	0.023278971	0.021120533	0.007440855
1700123K08Rik	0	0	0	0	0.013015357	0.029527847	0.009671209
1700123L14Rik	0.129098982	0.32939064	0.091378396	0.504432956	0.176881319	0.672527798	0.248717897
1700123M08Rik	0.079110118	0.030836361	0	0.077223862	0.066106837	0.151924178	0.078922673
1700123O12Rik	0	0.075930472	0	0	0	0.04867043	0.00080664
1700123O20Rik	0.503659061	0.235061559	0.310361234	0.577888659	0.497350159	0.253447827	0.381281067
1700123O21Rik	0	0	0	0	0	0	0
1700124L16Rik	0.090060102	0.016888414	0.05401096	0.068326049	0	0.043253852	0.087444925
1700125G02Rik	0	0	0	0	0.005590248	0.007776781	0.008307875
1700125G22Rik	0	0.006030414	0	0	0	0.013426609	0.004528001
1700125H03Rik	0	0.070150063	0.012108239	0.177923886	0.015061822	0.203144718	0.022637696
1700125H20Rik	0	0.294198714	0.075948185	0	0.092611507	0.102584283	0.061265264
1700126A01Rik	0	0	0	0	0	0.050769861	0.00280095
1700126H18Rik	0	0	0.015471635	0	0	0.001575584	0
1700128A07Rik	0.100914539	0	0	0.109240687	0	0.03940029	0.027565959
1700128E19Rik	0	0.033779464	0	0	0	0.015185648	0.00858474
1700128F08Rik	0	0	0	0	0	0	0.007083488
1700129C05Rik	0.122095706	0.163083195	0.172296337	0.240998721	0.150244343	0.535918804	0.23739545
1700129L04Rik	0	0	0	0	0	0.001636007	0.001699024
1810006J02Rik	0	0	0	0	0	0	0
1810008I18Rik	0	0	0	0	0	0	0
1810009A15Rik	0.031798777	0.018711335	0.01378089	0	0.011180506	0.018271728	0.005578328
1810010H24Rik	0	0.026391315	0	0	0.094524541	0.019916211	0.164138395
1810011O10Rik	0	0.02499649	0.604243667	0.23827173	0.017748301	0	0.013955586
1810012K16Rik	0	0.019190506	0	0	0.016089389	0.01940425	0.000440508
1810013D15Rik	0	0	0	0	0	0.015424419	0
1810013L24Rik	0.182768381	0.189126786	0.143773899	0.168220229	0.224020724	0.490219622	0.26852975
1810014B01Rik	0.067225995	0.132327835	0.130540422	0.22445626	0.131971575	0.227835096	0.205253026
1810019D21Rik	0	0.041955805	0.048591453	0	0.130545252	0.00142143	0.039358345
1810019N24Rik	0	0.01397514	0	0	0.006977882	0.012603497	0.017792907
1810020O05Rik	0	0.006683659	0.03798449	0	0.038327824	0.035246029	0.007401963
1810021B22Rik	0	0.075495671	0	0	0.109355994	0.003117313	0.032750618
1810022K09Rik	0.654520061	0.706825035	0.609371705	0.409085243	0.934662696	0.302122018	0.737906159
1810024B03Rik	0.191442016	0.163338491	0.105942817	0	0.177108838	0.128834194	0.158119954
1810026B05Rik	0.88672431	0.443949491	0.493034387	0.209020317	0.902147111	0.424830444	0.572468657
1810026J23Rik	0.08954364	0.041729413	0.142649617	0.218660832	0.26113186	0.239663305	0.156478327
1810030O07Rik	0.167375281	0.209094215	0.261831916	0.294356901	0.410132562	0.103662679	0.28304169
1810032O08Rik	0	0.051974192	0.060027864	0.353304161	0.053604437	0.073429278	0.093899903
1810034E14Rik	0.178634915	0.040491525	0	0.234021262	0.028137827	0.073910583	0.108851839
1810037I17Rik	1.109181821	0.914079477	1.348032676	0.825962854	1.417145505	1.440747574	1.038177628
1810041H14Rik	0.067662836	0.125677533	0	0	0.039657743	0.115473463	0.01156132
1810041L15Rik	0	0.051994327	0	0	0	0.002863459	0
1810043G02Rik	0.239274474	0.174272784	0.122898094	0.415788006	0.093345524	0.21812243	0.161730678
1810043H04Rik	0.393202436	0.50668668	0.503006724	0.732775555	0.590518079	0.552395857	0.451627037
1810044D09Rik	0.175732326	0.36822045	0.048381006	0	0.232711238	0.3670031	0.133435934
1810046K07Rik	0.067197073	0	0	0	0	0.004986844	0.000521205
1810049J17Rik	0	0	0	0	0	0.011739632	0.000869257
1810053B23Rik	0	0	0	0	0.003442593	0.003665132	0.000599153
1810055G02Rik	0.126777324	0.105839493	0.141157795	0.104268627	0.161541495	0.118780641	0.253495316
1810058I24Rik	0.80651228	0.836026186	0.590159226	0.884084636	0.858172724	1.644248882	1.006240085
1810062G17Rik	0.182264836	0.037232166	0.013520736	0	0.112523561	0.000916718	0.099689933
1810062O18Rik	0	0	0	0	0.028778859	0.014733148	0.051159797
1810063I02Rik	0	0	0	0	0.13308699	0.008223841	0
1810064F22Rik	0	0	0	0	0.008326263	0.019065688	0.001891119
1810065E05Rik	0	0	0	0	0	0	0.00770806
2010001A14Rik	0.045520329	0.10097299	0.051965781	0	0.037268262	0.016924059	0.149906024
2010001K21Rik	0	0	0	0	0	0	0
2010003K11Rik	0	0	0	0	0.006499383	0.008037547	0
2010007H06Rik	0	0.064974751	0.03891057	0	0.320248529	0.088169545	0.120197737
2010009K17Rik	0	0	0	0	0	0.005092132	0
2010012O05Rik	0.246856219	0.448777772	0.238415607	0.494548231	0.899782595	0.348127555	0.426771431
2010015M23Rik	0.052319753	0.031712865	0.026385349	0	0.022932122	0.033265067	0.008088368
2010106E10Rik	0	0	0	0	0	0.000428303	0.001359755
2010107E04Rik	1.141286383	1.409398438	1.443526397	1.357767726	1.579183709	1.114903621	1.129531478
2010107G12Rik	0	0	0	0	0.003050516	0.001578911	0.003080385
2010107G23Rik	0	0	0	0	0.101485053	0.286846731	0.011320062
2010109A12Rik	0.138401948	0.114516901	0.080056998	0	0.001397422	0.089484902	0.05785558
2010109I03Rik	0	0	0	0	0	0.013468913	0.008537549
2010110E17Rik	0	0	0	0	0	0.001842889	0
2010110K18Rik	0	0	0	0	0	0.008875957	0.002112699
2010111I01Rik	0.327293785	0.027092532	0.324571688	0.595477957	0.235497608	0.039679167	0.187758866
2010204K13Rik	0	0.036412642	0.04420598	0.054697288	0.518574745	0.680581541	0.189121131
2010300C02Rik	0	0	0.021003528	0	0.18524205	0.043710937	0.003900305
2010315B03Rik	0.154985941	0.315587529	0.079285542	0	0.142857368	0.100485395	0.286496541
2010320M18Rik	0	0.084573166	0.139339143	0	0.423386469	0.307448092	0.226754045
2200002D01Rik	0	0.015809284	0	0.349388509	0.003289262	0.023875418	0.065967609
2200002J24Rik	0	0.052147397	0	0	0.286671803	0.196325705	0.043434661
2210011C24Rik	0.079110118	0.027393981	0.013111383	0	0.044376517	0.053859695	0.031828679
2210013O21Rik	0.037617651	0.296143151	0.497108067	0.275929671	0.611319611	0.276577659	0.55304894
2210015D19Rik	0.161332952	0.25177751	0.307261703	0.328102232	0.247036198	0.16848081	0.2041563
2210016F16Rik	0.347130089	0.473823712	0.261279123	0.515105249	0.613524542	0.39996123	0.454116123
2210016L21Rik	0.557276739	0.581689397	0.825612127	0.586480992	0.674776009	0.685446725	0.902623389
2210017G18Rik	0	0.018140429	0	0	0.002132537	0.357348502	0.015888771
2210017I01Rik	0	0	0	0	0	0.001712424	0
2210018M11Rik	0.231218593	0.256888524	0.356674536	0.447152511	0.146413767	0.169081203	0.189705087
2210404O09Rik	0.310955616	0.277464325	0.221094989	0.109240687	0.045849722	0.127167992	0.169960783
2210406O10Rik	0	0.048132254	0	0	0.076890486	0.030299983	0.021048902
2210408F21Rik	0.096546875	0.110346425	0.053635278	0.142155348	0.32398218	0.070772707	0.277712928
2210408I21Rik	0	0.048454723	0.044535293	0	0.043233935	0.099643942	0.103928984
2210409E12Rik	0	0	0	0	0.012724145	0.002175188	0.00628945
2210417A02Rik	0	0	0.022944522	0	0	0	0
2300009A05Rik	0.340938859	0.269729117	0.322418886	0.305359007	0.516092619	0.562611419	0.459104878
2310001H17Rik	0.463646501	0.066098517	0.199744104	0	0.051780819	0.046768658	0.035728675
2310001K24Rik	0	0	0	0	0	0	0.005590641
2310003H01Rik	0.186537255	0.101929679	0.079813038	0.10405578	0.104940097	0.131056873	0.073176486
2310005E17Rik	0	0	0.013632919	0	0	0.004123931	0
